sut_code,procedure_key,procedure_name,source_list,diagnosis_policy,required_icd10_patterns,excluded_icd10_patterns,required_diagnosis_groups,special_constraints,decision_if_missing,review_required,confidence,reason,source_evidence,quality_flags
R100040,SUT::EK-2B::R100040::4081,"BT, Beyin, kontrastsız",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT açıklaması, bu kodun başka kodlarla birlikte faturalandırılamayacağını belirtir, ancak tanı gerekliliğinden bahsetmez. Görüntüleme işlemleri genellikle klinik şüphe üzerine yapılır.",[]
R100050,SUT::EK-2B::R100050::4082,"BT, Beyin, kontrastlı",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,"BT, Beyin, kontrastlı gibi görüntüleme işlemleri için tanı gerekliliği, klinik duruma ve yapılan tetkikin amacına bağlıdır. Açık bir tanı zorunluluğu olmamasına rağmen, uygunsuz kullanımın önüne geçmek için inceleme gereklidir.","SUT açıklaması tanı gerekliliğine dair spesifik bir kısıtlama içermemektedir. Ancak, görüntüleme işlemleri genellikle bir klinik soruya cevap vermek amacıyla yapılır.",[]
R100060,SUT::EK-2B::R100060::4083,"BT, Beyin, perfüzyon",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,SUT açıklaması tanı gerektiren bir durum belirtmemektedir.,[]
R100070,SUT::EK-2B::R100070::4084,"BT, Boyun, kontrastsız",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"EK-2B HİZMET BAŞI İŞLEM PUAN LİSTESİ (Yür. 02.09.2023).xlsx, Satır 4084: R100070 (BT, Boyun, kontrastsız) açıklaması.",[]
R100080,SUT::EK-2B::R100080::4085,"BT, Boyun, kontrastlı",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"EK-2B listesi, R100080 (BT, Boyun, kontrastlı) için tanı gerekliliğini belirtmemektedir.",[]
R100090,SUT::EK-2B::R100090::4086,"BT, Böbrek - bilateral, kontrastsız",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT açıklaması, bu işlem için tanı gerekliliğinden bahsetmemektedir. EK-2B listesi, bu işlem için tanı gerekliliğini belirtmemektedir.",[]
R100100,SUT::EK-2B::R100100::4087,"BT, Böbrek - bilateral, kontrastlı",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT kodu R100100, EK-2B listesinde yer almaktadır. Açıklamada tanı gerekliliğine dair bir ifade bulunmamaktadır.",[]
R100110,SUT::EK-2B::R100110::4088,"BT, Böbrek - bilateral, kontrastlı geç faz",EK-2B,review_required,"[""N17-N19"", ""N20-N23"", ""N30-N39"", ""N60-N64"", ""R30-R39"", ""R80-R82""]",[],[],{},REVIEW_REQUIRED,True,medium,"Böbrek görüntüleme işlemi için altta yatan böbrek hastalığı, idrar yolu rahatsızlığı veya ilgili durumların varlığı gereklidir. Bu, tanısal bir prosedürdür ve bir tanı gerektirir.","SUT açıklaması, bu işlemin bir tanısal görüntüleme olduğunu gösterir. Tanısal işlemler genellikle bir tanı gerektirir.","[""invalid_icd10_pattern:N00-N07"", ""invalid_icd10_pattern:N25-N27"", ""invalid_icd10_pattern:N28-N29"", ""invalid_icd10_pattern:N40-N48"", ""invalid_icd10_pattern:N50-N57"", ""invalid_icd10_pattern:N70-N73"", ""invalid_icd10_pattern:N74-N76"", ""invalid_icd10_pattern:N77-N78"", ""invalid_icd10_pattern:N79"", ""invalid_icd10_pattern:N90-N98"", ""invalid_icd10_pattern:R83-R84"", ""invalid_icd10_pattern:R85-R86"", ""invalid_icd10_pattern:R87-R89""]"
R100120,SUT::EK-2B::R100120::4089,"BT, Enteroklizis",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"EK-2B listesinde, R100120 kodu 'BT, Enteroklizis' olarak tanımlanmıştır. Açıklamada tanı gerekliliğine dair bir ifade bulunmamaktadır.",[]
R100130,SUT::EK-2B::R100130::4090,"BT, Fistülografi",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"EK-2B listesinde R100130 kodu 'BT, Fistülografi' olarak tanımlanmıştır. Açıklamada tanı gerekliliğine dair bir ifade bulunmamaktadır.",[]
R100140,SUT::EK-2B::R100140::4091,"BT, Hipofiz, kontrastsız",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT kodu R100140, EK-2B listesinde yer almaktadır. Açıklamada başka bir kısıtlama veya tanı gereksinimi belirtilmemiştir.",[]
R100150,SUT::EK-2B::R100150::4092,"BT, Hipofiz, kontrastlı",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT açıklaması, bu kodun başka kodlarla birlikte faturalandırılamayacağını belirtiyor, ancak tanı gereksinimi hakkında bilgi vermiyor. Görüntüleme işlemleri genellikle klinik bulgulara dayanır.",[]
R100160,SUT::EK-2B::R100160::4093,"BT, Kalp",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"EK-2B HİZMET BAŞI İŞLEM PUAN LİSTESİ (Yür. 02.09.2023).xlsx, Satır 4093: 'BT, Kalp'",[]
R100170,SUT::EK-2B::R100170::4094,"BT, Kalp, kalsiyum skorlama",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT açıklaması, bu işlemin R100160 ile birlikte faturalandırılmaması gerektiğini belirtir, ancak tanı gereksinimi hakkında bilgi vermez. İşlem, tanısal bir görüntüleme yöntemidir.",[]
R100180,SUT::EK-2B::R100180::4095,"BT, Karaciğer, dinamik kontrastlı",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT kodu R100180, 'BT, Karaciğer, dinamik kontrastlı' işlemidir. EK-2B listesinde yer almaktadır. Bu işlem, tanısal bir görüntüleme yöntemidir.",[]
R100190,SUT::EK-2B::R100190::4096,"BT, Kolonoskopi, sanal",EK-2B,review_required,"[""K92.2""]",[],[],{},REVIEW_REQUIRED,True,medium,"Sanal kolonoskopi, kalın bağırsak kanseri taraması veya tanısal amaçlarla yapılabilir. Bu nedenle, ilgili ICD-10 kodları gereklidir.","EK-2B listesi, BT, Kolonoskopi, sanal işlemini içermektedir. Bu işlem genellikle tanısal veya tarama amaçlı yapılır.","[""invalid_icd10_pattern:D12-D13"", ""invalid_icd10_pattern:K58.8""]"
R100200,SUT::EK-2B::R100200::4097,"BT, Kraniyum ve 3 boyutlu görüntüleme",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT kodu R100200, 'BT, Kraniyum ve 3 boyutlu görüntüleme' işlemidir. Bu işlem, tanısal bir görüntüleme tekniğidir.",[]
R100210,SUT::EK-2B::R100210::4098,"BT, Lomber Vertebra, kontrastsız",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT açıklaması, bu kodun başka kodlarla birlikte faturalandırılamayacağını belirtiyor, ancak tanı gerekliliğinden bahsetmiyor. Lomber BT, çeşitli klinik durumlarda kullanılan bir görüntüleme yöntemidir.",[]
R100220,SUT::EK-2B::R100220::4099,"BT, Lomber Vertebra, kontrastlı",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,SUT açıklaması tanı gerekliliğinden bahsetmemektedir.,[]
R100230,SUT::EK-2B::R100230::4100,"BT, Lomber Vertebra, intratekal kontrastlı",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT açıklaması, bu kodun başka kodlarla birlikte faturalandırılamayacağını belirtir, ancak tanı gerekliliğinden bahsetmez.",[]
R100240,SUT::EK-2B::R100240::4101,"BT, Maksilla",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"EK-2B listesi, R100240 (BT, Maksilla) için tanı gerekliliği belirtmemektedir. Bu tür radyolojik görüntüleme işlemleri, klinik değerlendirme ve diğer bulgularla birlikte değerlendirilir.",[]
R100250,SUT::EK-2B::R100250::4102,"BT, Mandibula",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"EK-2B listesi, R100250 için tanı gerekliliğini belirtmemektedir.",[]
R100260,SUT::EK-2B::R100260::4103,"BT, Nazofarinks ve Boyun, kontrastsız",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"EK-2B HİZMET BAŞI İŞLEM PUAN LİSTESİ (Yür. 02.09.2023).xlsx, satır 4103. SUT açıklaması tanı gerekliliğinden bahsetmemektedir.",[]
R100270,SUT::EK-2B::R100270::4104,"BT, Nazofarinks ve Boyun, kontrastlı",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,SUT açıklaması tanı gerekliliğinden bahsetmemektedir.,[]
R100280,SUT::EK-2B::R100280::4105,"BT, Orbita - bilateral, kontrastsız",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT kodu R100280, 'BT, Orbita - bilateral, kontrastsız' işlemidir. Bu, bir görüntüleme işlemidir ve genellikle bir tanısal değerlendirmenin parçasıdır. EK-2B listesinde bu işlem için özel bir tanı gerekliliği belirtilmemiştir.",[]
R100290,SUT::EK-2B::R100290::4106,"BT, Orbita - bilateral, kontrastlı",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT açıklaması, bu kodun başka kodlarla birlikte faturalandırılamayacağını belirtir, ancak tanı gerekliliğinden bahsetmez.",[]
R100300,SUT::EK-2B::R100300::4107,"BT, Özofagus, oral kontrastlı",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT açıklaması, bu işlem için tanı gerekliliğinden bahsetmemektedir. EK-2B listesi, bu işlem için tanı gerekliliğini belirtmemektedir.",[]
R100310,SUT::EK-2B::R100310::4108,"BT, Pankreas, dinamik kontrastlı",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT açıklaması, bu işlem için tanı gerekliliğinden bahsetmemektedir. Benzer görüntüleme işlemleri için genellikle tanı gerekliliği aranmaz.",[]
R100320,SUT::EK-2B::R100320::4109,"BT, Paranazal sinüs",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT açıklaması, bu işlem için tanı gerekliliğinden bahsetmemektedir. EK-2B listesi, bu işlem için tanı zorunluluğu belirtmemektedir.",[]
R100330,SUT::EK-2B::R100330::4110,"BT, Pelvis, kontrastsız",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT açıklaması, bu kodun başka kodlarla birlikte faturalandırılamayacağını belirtiyor, ancak tanı gerekliliğinden bahsetmiyor. Görüntüleme işlemleri genellikle tanısal bir süreçte yer alır, ancak işlem başına kesin bir tanı zorunluluğu olmayabilir.",[]
R100340,SUT::EK-2B::R100340::4111,"BT, Pelvis, kontrastlı",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT açıklaması, bu işlem için herhangi bir tanı gerekliliği belirtmemektedir. EK-2B listesindeki diğer kodlarla birlikte faturalandırma kısıtlaması, tanı gerekliliği ile ilgili değildir.",[]
R100350,SUT::EK-2B::R100350::4112,"BT, Servikal Vertebra, kontrastsız",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT kodu R100350, 'BT, Servikal Vertebra, kontrastsız' işlemidir. Bu işlem, genellikle tanısal amaçlarla yapılır ve belirli bir tanıya (ICD-10 kodu) ihtiyaç duyulabilir, ancak her zaman gerekli değildir. EK-2B listesinde bu işlem için tanı gerekliliği belirtilmemiştir.",[]
R100360,SUT::EK-2B::R100360::4113,"BT, Servikal Vertebra, kontrastlı",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"EK-2B listesi, R100360 için tanı gerekliliği belirtmemektedir.",[]
R100370,SUT::EK-2B::R100370::4114,"BT, Servikal Vertebra, intratekal kontrastlı",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT kodu R100370, EK-2B listesinde yer alan bir görüntüleme işlemidir. Açıklamada tanı gerekliliğine dair bir ifade bulunmamaktadır.",[]
R100380,SUT::EK-2B::R100380::4115,"BT, Sisternografi",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"EK-2B listesi, R100380 kodlu 'BT, Sisternografi' hizmetini tanımlamaktadır.",[]
R100390,SUT::EK-2B::R100390::4116,"BT, Temporal kemik - bilateral",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"EK-2B listesi, bu işlem için tanı gerekliliğini belirtmemektedir.",[]
R100400,SUT::EK-2B::R100400::4117,"BT, Temporomandibular eklem - bilateral, kontrastsız",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT açıklaması, işlem için tanı şartı belirtmemektedir.",[]
R100410,SUT::EK-2B::R100410::4118,"BT, Temporomandibular eklem - bilateral, kontrastlı",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT açıklaması, işlem için tanı gerekliliğinden bahsetmemektedir. EK-2B listesi, işlem için tanı şartı belirtmemektedir.",[]
R100420,SUT::EK-2B::R100420::4119,"BT, Torakal Vertebra, kontrastsız",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,SUT açıklaması tanı gereksinimi belirtmemektedir.,[]
R100430,SUT::EK-2B::R100430::4120,"BT, Torakal Vertebra, kontrastlı",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"EK-2B listesinde, bu işlem için tanı gerekliliği belirtilmemiştir.",[]
R100440,SUT::EK-2B::R100440::4121,"BT, Torakal Vertebra, intratekal kontrastlı",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT açıklaması, bu kodun başka kodlarla birlikte faturalandırılamayacağını belirtir, ancak tanı gereksinimi hakkında bilgi vermez. Görüntüleme işlemleri genellikle tanısal bir gereklilikten ziyade, mevcut bir klinik durumun değerlendirilmesi veya bir prosedürün rehberliği için yapılır.",[]
R100450,SUT::EK-2B::R100450::4122,"BT, Toraks, kontrastsız",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT açıklaması tanı gerekliliğinden bahsetmemektedir. EK-2B listesi, bu işlem için tanı zorunluluğu belirtmemektedir.",[]
R100460,SUT::EK-2B::R100460::4123,"BT, Toraks, kontrastlı",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"EK-2B HİZMET BAŞI İŞLEM PUAN LİSTESİ (Yür. 02.09.2023).xlsx, satır 4123. Açıklama: BT, Toraks, kontrastlı.",[]
R100470,SUT::EK-2B::R100470::4124,"BT, Torasik çıkış",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT açıklaması, bu işlemin diğer belirli işlemlerle (R100300, R100450, R100460, R101090, R101100, R101110, R101120, R101130) birlikte faturalandırılamayacağını belirtir, ancak tanı gereksinimi hakkında bilgi vermez. Bu işlem, uygulama/teknik/genel hizmet kategorisine girer.",[]
R100480,SUT::EK-2B::R100480::4125,"BT, Yüz kemikleri ve Maksilla, kontrastsız",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT kodu R100480, EK-2B listesinde yer alan bir görüntüleme işlemidir. Açıklamada tanı gerektiren bir klinik durum belirtilmemektedir.",[]
R100490,SUT::EK-2B::R100490::4126,"BT, Yüz kemikleri ve Maksilla, kontrastlı",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT kodu R100490, 'BT, Yüz kemikleri ve Maksilla, kontrastlı' işlemidir. Bu işlem, genellikle bir klinik değerlendirme veya tanısal süreçte kullanılır. EK-2B listesinde bu işlem için spesifik bir tanı gerekliliği belirtilmemiştir.",[]
R100500,SUT::EK-2B::R100500::4127,"BT, Yüz kemikleri ve Maksilla, 3 boyutlu görüntüleme",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT kodu R100500, EK-2B listesinde yer almaktadır. Açıklamada tanı gerekliliğine dair bir ifade bulunmamaktadır.",[]
R100520,SUT::EK-2B::R100520::4129,"BT, Ayak - bilateral, kontrastsız",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT açıklaması, işlemle ilgili tanısal gereklilik belirtmemektedir. EK-2B listesi, bu işlem için tanı gerekliliğini belirtmemektedir.",[]
R100530,SUT::EK-2B::R100530::4130,"BT, Ayak - bilateral, kontrastlı",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT kodu R100530, 'BT, Ayak - bilateral, kontrastlı' işlemidir. EK-2B listesinde yer almaktadır. Bu tür bir görüntüleme işlemi, genellikle bir klinik şüphe üzerine yapılır ve sonuçları tanıya katkıda bulunur. Ancak, işlem kodu tanısı gerektirmez.",[]
R100540,SUT::EK-2B::R100540::4131,"BT, Ayak - sağ, kontrastsız",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT kodu R100540, Ayak BT'sini tanımlamaktadır. Bu tür bir görüntüleme işlemi genellikle tanısal bir amaçla yapılır, ancak belirli bir tanıya (ICD-10 kodu) bağlı değildir. EK-2B listesinde, bu kodun başka kodlarla birlikte faturalandırılamaz ibaresi bulunmaktadır, bu da faturalama kısıtlaması olduğunu gösterir, tanı g…",[]
R100550,SUT::EK-2B::R100550::4132,"BT, Ayak - sağ, kontrastlı",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"EK-2B listesi, R100550 (BT, Ayak - sağ, kontrastlı) için herhangi bir ICD-10 tanı gerekliliği belirtmemektedir.",[]
R100560,SUT::EK-2B::R100560::4133,"BT, Ayak - sol, kontrastsız",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT açıklaması, bu kodun (R100560) diğer belirli kodlarla birlikte faturalandırılamayacağını belirtir, ancak tanı gerekliliğinden bahsetmez.",[]
R100570,SUT::EK-2B::R100570::4134,"BT, Ayak - sol, kontrastlı",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT kodu R100570, Ayak BT'si (kontrastlı) işlemidir. Bu tür görüntüleme işlemleri genellikle tanısal amaçlarla yapılır, ancak belirli bir tanıya (ICD-10 kodu) bağlı olmadan da uygulanabilir.",[]
R100580,SUT::EK-2B::R100580::4135,"BT, Ayak bileği - bilateral, kontrastsız",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT kodu R100580, 'BT, Ayak bileği - bilateral, kontrastsız' olarak tanımlanmıştır. Bu, bir görüntüleme işlemidir ve genellikle tanısal bir amaçla yapılır, ancak işlem tanısı gerektirmez.",[]
R100590,SUT::EK-2B::R100590::4136,"BT, Ayak bileği - bilateral, kontrastlı",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,SUT açıklaması tanı gerektiren bir durum belirtmemektedir.,[]
R100600,SUT::EK-2B::R100600::4137,"BT, Ayak bileği - sağ, kontrastsız",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,SUT açıklaması tanı gerektiren bir durum belirtmiyor.,[]
R100610,SUT::EK-2B::R100610::4138,"BT, Ayak bileği - sağ, kontrastlı",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,SUT açıklaması tanı gerektiren bir durum belirtmiyor.,[]
R100620,SUT::EK-2B::R100620::4139,"BT, Ayak bileği - sol, kontrastsız",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT açıklaması tanı gereksinimi belirtmemektedir. EK-2B listesi, bu işlem için tanı zorunluluğu belirtmemektedir.",[]
R100630,SUT::EK-2B::R100630::4140,"BT, Ayak bileği - sol, kontrastlı",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT açıklaması, bu işlemin belirli diğer işlemlerle birlikte faturalandırılamayacağını belirtiyor, ancak tanı gereksiniminden bahsetmiyor.",[]
R100640,SUT::EK-2B::R100640::4141,"BT, Dirsek - sağ, kontrastsız",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT açıklaması, bu kodun başka kodlarla birlikte faturalandırılamayacağını belirtiyor, ancak tanı gerekliliğinden bahsetmiyor. Radyolojik görüntüleme işlemleri genellikle tanısal bir gereklilikle ilişkilendirilir, ancak bu, her zaman zorunlu bir ICD-10 kodu gerektirmesi anlamına gelmez.",[]
R100650,SUT::EK-2B::R100650::4142,"BT, Dirsek - sağ, kontrastlı",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT açıklaması, bu işlemin başka işlemlerle birlikte faturalandırılamayacağını belirtir, ancak tanı gerekliliğinden bahsetmez.",[]
R100660,SUT::EK-2B::R100660::4143,"BT, Dirsek - sol, kontrastsız",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT açıklaması, bu kodun başka kodlarla birlikte faturalandırılamayacağını belirtir, ancak tanı gerekliliğinden bahsetmez.",[]
R100670,SUT::EK-2B::R100670::4144,"BT, Dirsek - sol, kontrastlı",EK-2B,review_required,[],[],[],{},REVIEW_REQUIRED,True,medium,Safety hardening: otomatik not_required yalnızca dar güvenli whitelist için izinlidir; bu işlem uzman incelemesine alındı.,"SUT açıklaması, bu işlemin başka işlemlerle birlikte faturalandırılamayacağını belirtir, ancak tanı gerekliliğinden bahsetmez.",[]
